participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
443,"[2.455359859081757, 0.13659414587175814, 0.5725893261637172, 1.9550273962670386]",[3.89395806e+00 6.86804276e-04 2.73419342e-01 2.27291745e-01],[0.38170269 0.37527061 0.3844489  0.37523526],[0.25801241 0.21238942 0.33254596 0.19705221],[],[],255.82965522704083,519.6593104540816,535.6251686425136
444,"[4.603183819298757, 0.8713642830365316, 0.9492798090041434, 3.503377296383553]",[9.83071986e-01 1.17444957e-02 9.99900000e-01 1.00000000e-04],[0.8366775  0.9504719  0.95373456 0.69667012],[0.59447032 0.01517253 0.28368654 0.1066706 ],[],[],261.61641386536235,531.2328277307247,547.1986859191567
445,"[3.248623110025311, 0.06515545469280865, 0.4955198851723054, 2.938459821021089]",[4.01585473e+00 4.46963615e-04 1.24964344e-01 1.00000000e-04],[-0.10190572 -0.10900498 -0.0946844  -0.11342528],[0.31690733 0.19198641 0.43906156 0.0520447 ],[],[],239.2085008453006,486.4170016906012,502.3828598790331
446,"[2.4897987466649267, 0.9457164851419548, 0.20730252643566066, 1.4973407268515444]",[2.20471686 0.01220708 0.99374837 3.9999    ],[0.19573995 0.20442685 0.4154123  0.15287923],[0.11868253 0.34670547 0.46777017 0.06684183],[],[],142.39713318414164,292.7942663682833,308.7601245567152
447,"[2.490292186957493, 0.047100372530577965, 0.4694463974389278, 0.44835146364352685]",[1.49239299e+00 9.16836340e-02 9.99900000e-01 1.00000000e-04],[0.38514159 0.31785162 0.38514159 0.30627143],[1.98780521e-06 5.80244282e-01 1.98780521e-06 4.19751742e-01],[],[],190.08214972617628,388.16429945235257,404.1301576407845
448,"[1.1149186384575176, 0.6156941696892569, 0.8297041476648561, 0.8215667437173687]",[0.59038891 0.04193527 0.9999     0.80207363],[0.66137912 0.37035257 0.74002719 0.23358456],[0.24116998 0.22876214 0.4665099  0.06355799],[],[],273.1409363638206,554.2818727276411,570.2477309160731
449,"[1.6122568709475833, 0.43088797440835525, 0.7886461674802671, 3.4907748005518013]",[1.44579728e+00 3.07608068e-01 1.00000000e-04 3.46400623e+00],[0.74914531 0.51959323 0.67349919 0.50187634],[3.00785617e-01 5.14210123e-01 1.85004042e-01 2.17906908e-07],[],[],203.42719328113478,414.85438656226955,430.8202447507015
450,"[0.5100410417729927, 0.277604330766221, 0.24732717544836133, 1.579767263176843]",[1.88306564 0.10342044 0.70391203 0.1505677 ],[0.36044096 0.18900547 0.41974114 0.09662125],[6.76463663e-07 5.12789173e-01 2.92431366e-06 4.87207227e-01],[],[],128.7641770422176,265.5283540844352,281.4942122728671
451,"[0.13112715833353855, 0.2258304218675015, 0.4279727769845859, 0.2795192543944016]",[1.463394   0.03793203 0.34862028 0.24838483],[0.67936085 0.83035674 0.97635989 0.75841465],[0.45910174 0.01158994 0.51849524 0.01081308],[],[],230.0541432410531,468.1082864821062,484.07414467053815
452,"[1.377988114560384, 0.4700708705934447, 0.7144880876328769, 2.1407049006150194]",[4.36287789e+00 1.00000000e-04 9.95140951e-01 1.20291630e+00],[1.03391223 1.03438081 1.03452299 1.0330158 ],[0.45175569 0.06426624 0.41973113 0.06424694],[],[],187.40650300688057,382.81300601376114,398.77886420219306
453,"[3.406087124179307, 0.45173588066096954, 0.29683636138385316, 0.10530643927728317]",[2.51837035 0.01072312 0.31283875 0.04400411],[0.76600153 0.80466623 0.82061429 0.79164994],[0.32706763 0.01230679 0.64831878 0.01230679],[],[],201.1453568345458,410.2907136690916,426.2565718575235
454,"[2.1884150135154683, 0.4353677096283048, 0.15190987871818165, 0.9426587112624086]",[1.57944085e+00 1.03267529e-01 1.00000000e-04 3.99990000e+00],[0.5414226  0.3507548  0.89947866 0.37504345],[0.39930657 0.00310336 0.59127822 0.00631185],[],[],200.32402837502764,408.6480567500553,424.6139149384872
455,"[2.9170385972084723, 0.8455911751785918, 0.9680025567268852, 0.7847727235739624]",[3.10386727 0.01575879 0.87467271 2.2379381 ],[0.41152691 0.07713394 0.50043728 0.05063947],[0.48864813 0.02346809 0.48481607 0.00306771],[],[],132.56507236847236,273.1301447369447,289.09600292537664
456,"[3.222597564513304, 0.5392315131513059, 0.06621608770078835, 3.835693450259787]",[1.19557786e+00 1.94622848e-01 2.15767420e-01 1.00000000e-04],[0.33957786 0.36557489 0.58105169 0.26853666],[1.73530440e-08 3.97156611e-01 6.69586635e-08 6.02843305e-01],[],[],230.22712570857968,468.45425141715936,484.4201096055913
457,"[3.9635132122488526, 0.5455421286388924, 0.15776113012986603, 1.3805194519005357]",[1.49389041e+00 1.09375388e-01 9.99900000e-01 1.00000000e-04],[0.41708879 0.39761882 0.16012388 0.44679982],[2.75574421e-05 4.79889281e-01 1.61007885e-07 5.20083001e-01],[],[],179.857424362841,367.714848725682,383.6807069141139
458,"[2.9788048734600965, 0.9836578714307983, 0.4032770308410796, 0.32931151674826425]",[4.68815320e+00 8.15747628e-04 9.14958178e-01 8.68791693e-01],[0.48277209 0.48121695 0.48743459 0.48027827],[0.17201613 0.28484982 0.24388137 0.29925268],[],[],243.03175285967993,494.06350571935985,510.0293639077918
459,"[3.7177306158688563, 0.8314238669026864, 0.17692251775141973, 3.386476850188627]",[1.03694168 0.48890712 0.07736149 3.61458923],[0.54470865 0.29080366 0.55436071 0.22627404],[6.12540811e-01 1.11349704e-07 3.87459049e-01 2.90865903e-08],[],[],233.316425411217,474.632850822434,490.59870901086595
460,"[0.1458309701844206, 0.36937126328004183, 0.8904652104158757, 0.0345633708577011]",[2.37032002e+00 2.62363382e-03 9.99900000e-01 2.94071721e+00],[ 0.00202356  0.03059044  0.08883292 -0.01699149],[0.11571234 0.3500748  0.51785243 0.01636043],[],[],126.96106765588333,261.9221353117666,277.8879935001986
461,"[3.1083698630168897, 0.22306903945727913, 0.6977082288553532, 0.19427025684222538]",[3.21550106e-01 1.70658307e-01 1.00000000e-04 3.99990000e+00],[0.57076415 0.34175405 0.8037587  0.25937048],[0.23480309 0.04009564 0.5363864  0.18871487],[],[],275.54470838845157,559.0894167769031,575.0552749653351
462,"[4.065300109002348, 0.45434892913239344, 0.5275728338568137, 3.3339625159561637]",[1.94922014e+00 1.83303483e-04 9.99900000e-01 2.09493718e+00],[0.44836273 0.44724884 0.44983852 0.44705183],[0.29328222 0.1599389  0.45374152 0.09303736],[],[],254.9504125261699,517.9008250523398,533.8666832407717
463,"[4.79552527310378, 0.33321628466097736, 0.3468376349800105, 3.655203203920736]",[1.38495885e+00 7.76426930e-02 4.68461661e-01 1.00000000e-04],[0.73834406 0.35208616 0.79225175 0.49341598],[0.45438188 0.02849445 0.48849237 0.0286313 ],[],[],230.8404843655704,469.6809687311408,485.64682691957273
464,"[4.397585212601142, 0.30291001055197925, 0.9730177725281829, 3.204911925195451]",[4.99990000e+00 3.19290321e-04 1.00000000e-04 3.99990000e+00],[0.19167319 0.18910486 0.1926748  0.1897879 ],[0.29005308 0.20014787 0.25001772 0.25978133],[],[],251.4498059191675,510.899611838335,526.865470026767
465,"[3.561532867419231, 0.4517671753188175, 0.6351818002525297, 1.0078377450556844]",[1.12195954 0.05611904 0.95069907 3.9999    ],[0.62293214 0.39572058 0.75113373 0.2002441 ],[0.42695451 0.20869472 0.22837749 0.13597327],[],[],260.45376513036905,528.9075302607381,544.8733884491701
466,"[2.562420275201018, 0.07599053932389822, 0.030536314078927308, 0.17413664271417967]",[2.50043028e+00 1.00000000e-04 2.94696582e-01 1.00000000e-04],[0.20322748 0.2018803  0.20201075 0.20118853],[0.4568413  0.17276643 0.14804836 0.22234391],[],[],248.4303818375845,504.860763675169,520.826621863601
467,"[2.8362617580143925, 0.19664285930803319, 0.4768342491676903, 0.166752214529222]",[1.61129652e+00 1.00000000e-04 9.99900000e-01 2.93067356e+00],[0.19039434 0.18898404 0.19010789 0.18860372],[0.3541814  0.19788071 0.25008197 0.19785592],[],[],270.9218462567929,549.8436925135858,565.8095507020178
468,"[1.2232051311125947, 0.12764833215862195, 0.8543658788387241, 3.8265544941262517]",[1.40104299e+00 1.24302711e-03 9.99900000e-01 2.77272228e+00],[-0.2198016  -0.22745598 -0.21584194 -0.22981185],[0.268946   0.24025376 0.27593517 0.21486506],[],[],273.46257742625585,554.9251548525117,570.8910130409437
469,"[0.6889050792113932, 0.743141173030896, 0.8412329295518224, 0.005451112248140329]",[2.64739171e+00 1.00000000e-04 2.64080931e-01 1.00000000e-04],[0.72801368 0.72776429 0.72854005 0.72678999],[0.45116976 0.03910022 0.47072172 0.0390083 ],[],[],245.29334455551586,498.5866891110317,514.5525472994636
470,"[2.4600541080031055, 0.3612611616519865, 0.0728170579879671, 0.5382746261505714]",[3.39175966e+00 5.69381844e-04 8.20762760e-01 8.90773778e-01],[-0.01608847 -0.0174578  -0.00929709 -0.0207381 ],[0.2021551  0.28786842 0.33771861 0.17225788],[],[],250.48110528446014,508.9622105689203,524.9280687573522
471,"[3.8873287292990284, 0.33639041794622443, 0.8204811413026056, 1.464657366665339]",[1.88186073e+00 2.43193526e-02 3.87431743e-01 1.00000000e-04],[0.63898035 0.80246681 0.75956932 0.71615721],[0.29357685 0.0110561  0.69097925 0.00438779],[],[],178.61573795558823,365.23147591117646,381.1973340996084
472,"[2.5478658745060176, 0.018640933909819628, 0.12242791498371547, 0.3080942899571193]",[1.4037099  0.1066058  0.97042554 0.01688487],[0.73674984 0.32962594 0.84456839 0.22538962],[4.02670567e-01 7.17687812e-03 5.90070032e-01 8.25221538e-05],[],[],207.46052584441608,422.92105168883216,438.8869098772641
473,"[4.322090592410538, 0.4273173303332889, 0.7231953677742237, 3.5735524365265077]",[1.15563944e+00 8.45966628e-02 7.63127991e-01 1.00000000e-04],[0.46701823 0.43434467 0.76371553 0.49511433],[0.07789346 0.15245653 0.60441081 0.16523921],[],[],241.58086704160266,491.1617340832053,507.12759227163724
474,"[1.3805984926726038, 0.7564016883327523, 0.5164337175826946, 3.0542849236835514]",[8.08795324e-01 1.23107134e-01 1.00000000e-04 3.99990000e+00],[0.60896349 0.32859354 0.72488104 0.23135131],[0.43746492 0.09443788 0.45774714 0.01035007],[],[],263.90456109329415,535.8091221865883,551.7749803750203
475,"[0.6513272229052495, 0.924133615050777, 0.6128662203583638, 2.7604850243666106]",[1.30630199 0.01591326 0.88890128 2.82474952],[1.21902238 1.0353502  1.22255043 1.01495557],[0.36905648 0.22518316 0.36539101 0.04036935],[],[],252.90072699475905,513.8014539895181,529.7673121779501
476,"[2.384775363319653, 0.9014177309887907, 0.2681770976112014, 0.8561674841901866]",[0.99410025 0.03687422 0.98769664 3.9999    ],[0.53603164 0.4343823  0.6898745  0.3693562 ],[0.16928569 0.33261226 0.42298374 0.0751183 ],[],[],259.0681616492659,526.1363232985318,542.1021814869638
477,"[1.911805094680848, 0.172116859457212, 0.44403450478624223, 3.1836050671213942]",[1.19446493e+00 8.91999394e-02 9.99900000e-01 1.00000000e-04],[0.51122617 0.39234085 0.79382255 0.3263664 ],[0.01253126 0.33281261 0.65378869 0.00086743],[],[],245.0470697026832,498.0941394053664,514.0599975937984
478,"[0.4763704200253374, 0.12624907516655923, 0.45212595576064424, 0.8149627708998038]",[3.12887103e+00 1.00000000e-04 2.10685603e-01 1.17732843e-01],[0.76855886 0.7677298  0.76890412 0.7665091 ],[0.25835576 0.38713591 0.25809028 0.09641805],[],[],268.212107781633,544.424215563266,560.390073751698
479,"[3.6777687359119318, 0.8114193662708014, 0.9717497613814113, 1.1285766105830426]",[4.08364443e+00 1.00000000e-04 9.98788997e-01 1.42003009e+00],[0.21440719 0.21190883 0.21192928 0.21142602],[0.62189071 0.04887766 0.02438402 0.30484761],[],[],88.27923503554652,184.55847007109304,200.52432825952496
480,"[1.5684279122646574, 0.7194426722467752, 0.9686591402522193, 3.641122811739469]",[1.4376329  0.15357682 0.85550143 3.96449258],[0.70613433 0.29175893 0.70613433 0.2530124 ],[9.17418356e-10 5.79704024e-01 9.17418356e-10 4.20295974e-01],[],[],177.5498040011112,363.0996080022224,379.0654661906543
481,"[4.9942202136974245, 0.40875868803176857, 0.9723812610518565, 1.2296030717253885]",[3.94715650e+00 1.00000000e-04 5.35531368e-01 4.81826943e-03],[0.47712046 0.47646276 0.47712046 0.47546211],[0.02210005 0.60037574 0.02210005 0.35542416],[],[],183.85611083261125,375.7122216652225,391.6780798536544
482,"[1.2123872703716416, 0.05649047757509579, 0.06239903694013681, 1.157969771635758]",[1.67952133e+00 4.13727394e-04 9.99900000e-01 2.47337238e+00],[0.54001586 0.53359547 0.54223584 0.53570197],[0.25487137 0.17360465 0.4289454  0.14257859],[],[],270.6925530679219,549.3851061358438,565.3509643242758
483,"[2.7286782273089107, 0.46715678273057665, 0.3643145414744638, 3.425137923066775]",[4.98578700e-01 8.68923515e-02 1.00000000e-04 3.99990000e+00],[0.77874512 0.52170541 0.77640737 0.21503871],[0.59399753 0.13308848 0.26202672 0.01088727],[],[],274.5375924465973,557.0751848931945,573.0410430816265
484,"[3.011313790575912, 0.13196796913451653, 0.6821436638475726, 3.9731193734011048]",[0.43430485 0.10240065 0.9999     0.39693496],[0.64433344 0.54038063 0.80804842 0.52444565],[0.38454509 0.18242611 0.14323394 0.28979486],[],[],273.9365638634759,555.8731277269518,571.8389859153838
485,"[3.3246490506869986, 0.46031645220507084, 0.9694071210136185, 3.3994887881537474]",[0.95702499 0.60723572 0.34927621 3.99776003],[0.71408399 0.14972198 1.44504223 0.21025311],[3.89092837e-04 9.53743832e-19 9.99610907e-01 6.87063874e-33],[],[],222.06994736200383,452.13989472400766,468.1057529124396
486,"[0.1251792843122348, 0.5028440922341928, 0.3104373107117738, 3.4742025484168564]",[1.93359264 0.04168023 0.99203717 3.52097431],[0.69055201 0.77735765 0.65858528 0.76696528],[0.59404768 0.0006331  0.40468612 0.0006331 ],[],[],158.46930964245732,324.93861928491464,340.90447747334656
487,"[3.374107517905824, 0.22563597886162326, 0.41854904701542783, 1.5999926519937784]",[4.58451841e+00 1.00000000e-04 7.69773783e-01 7.62947094e-01],[0.37200612 0.37062716 0.37200996 0.37060244],[0.35810449 0.16054935 0.33331249 0.14803367],[],[],271.3324303000771,550.6648606001542,566.6307187885861
488,"[3.1545038534282797, 0.4662683053298417, 0.1556432409234424, 0.06068984297093186]",[1.50182334e+00 2.61740115e-02 4.69827716e-01 1.00000000e-04],[0.37732173 0.11400119 0.403222   0.12754315],[0.29246863 0.16920145 0.47014772 0.0681822 ],[],[],257.9050229333391,523.8100458666783,539.7759040551102
489,"[3.0856751711290444, 0.77842751905618, 0.5348766912050432, 1.850275456243242]",[1.54153766 0.01705125 0.63305957 1.85279678],[0.98124568 1.06414719 1.04277321 0.97901652],[0.50128214 0.01801782 0.46268222 0.01801782],[],[],235.53522995473242,479.07045990946483,495.03631809789675
490,"[4.6762423126925965, 0.5527116485272552, 0.8439683653273684, 0.5355967244708715]",[4.03596942e+00 1.00000000e-04 4.98219539e-01 1.00000000e-04],[1.17877914 1.18010383 1.17851012 1.17963085],[0.40943373 0.04523679 0.50009269 0.04523679],[],[],180.6055246500298,369.2110493000596,385.1769074884915
491,"[0.3715946945331675, 0.2587853413059029, 0.6264725035470544, 3.9006582830213423]",[1.55549272e+00 3.06083376e-01 1.00000000e-04 3.99134849e+00],[0.5063298  0.26610707 0.65930578 0.46533308],[2.38887446e-01 1.75438024e-05 7.60417290e-01 6.77720482e-04],[],[],177.12283036812119,362.24566073624237,378.2115189246743
492,"[2.042427677493395, 0.9513803837168491, 0.17139654416847153, 0.3484231989345549]",[2.09904501e+00 1.00000000e-04 9.98318665e-01 1.86868720e+00],[1.06177634 1.06403715 1.06391344 1.05926158],[0.69286631 0.0765794  0.15397489 0.0765794 ],[],[],259.3441169779818,526.6882339559636,542.6540921443956
493,"[2.9717395307911114, 0.6624401409455415, 0.6831200188315983, 1.6967722278684279]",[1.23870947e+00 1.00000000e-04 8.13114188e-01 1.00000000e-04],[0.53692901 0.53601433 0.53725845 0.53616121],[0.36503388 0.08100953 0.44584768 0.10810891],[],[],263.0704148246067,534.1408296492134,550.1066878376454
494,"[4.48696102356272, 0.38728823161586684, 0.11583034680110614, 3.8126769738034767]",[1.9085435  0.0170335  0.99962294 3.99985073],[0.69809874 0.71607817 0.72814617 0.71328004],[0.47028819 0.00540108 0.51890965 0.00540108],[],[],192.0223457314773,392.0446914629546,408.0105496513865
495,"[2.7676500152392363, 0.995981850252561, 0.8184665050203005, 0.6199688502210432]",[0.66624066 0.00104062 0.9999     0.53747013],[0.71170024 0.69960835 0.7144739  0.70558168],[0.29903989 0.11973798 0.50105445 0.08016768],[],[],273.668456752954,555.336913505908,571.30277169434
496,"[3.2531262290285454, 0.0142456955946757, 0.15238602434620932, 3.3915418579656387]",[1.41214965e+00 1.79183537e-02 9.99900000e-01 1.00000000e-04],[1.06836902 0.57191867 0.84000522 1.01179185],[0.03487419 0.21977872 0.73592985 0.00941725],[],[],235.42365508053896,478.8473101610779,494.81316834950985
497,"[0.8063456392871263, 0.2024107257567509, 0.4785637331459887, 1.7958705650347462]",[1.06700757 0.0873942  0.99984817 3.9999    ],[0.57085762 0.2177002  0.79160528 0.00636314],[4.59881534e-03 1.10661581e-01 8.84721943e-01 1.76600911e-05],[],[],244.49981983674678,496.99963967349356,512.9654978619255
498,"[1.0693503260209614, 0.734634979566877, 0.9007651160400599, 3.822197729272269]",[1.59549681 0.07608762 0.99951327 3.76928866],[0.48921632 0.33526989 0.63796026 0.34048128],[6.41471349e-05 2.75523592e-01 7.24383578e-01 2.86821508e-05],[],[],192.37581078862272,392.75162157724543,408.71747976567735
499,"[4.565029387474581, 0.27320864063363703, 0.552394355753507, 2.618020228346997]",[4.04576370e+00 3.34003690e-04 2.78403457e-01 7.43599026e-01],[0.17820684 0.17378158 0.17667443 0.17431854],[0.33074197 0.17444241 0.2475371  0.24727853],[],[],273.9522792757029,555.9045585514058,571.8704167398378
500,"[0.2884397745680273, 0.8878992521430216, 0.23123622245409767, 0.3478142729682587]",[1.38675275e+00 1.00000000e-04 9.99900000e-01 2.29956692e+00],[0.74404309 0.74360717 0.74425265 0.74279671],[0.50031368 0.09980528 0.29992311 0.09995793],[],[],275.7098750508408,559.4197501016816,575.3856082901136
501,"[1.115151196241705, 0.926513604372239, 0.07167725561107374, 3.5362745651264746]",[4.22063638e+00 1.00000000e-04 9.83797216e-01 1.69354075e+00],[0.4847535  0.48360179 0.48612332 0.4847535 ],[0.0157861  0.28586977 0.68255803 0.0157861 ],[],[],210.8681769795849,429.7363539591698,445.7022121476017
