Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
291,181.94477548392945,188.54141021702551,delta,Frequency,1.50866912,0.76725346,,,,
291,185.91871010788984,199.111979574082,delta_PVL,Frequency,1.52049376,0.76844219,0.99627909,0.88778528,,
291,170.96102126753428,180.8559733671784,delta_asymmetric,Frequency,1.45776848,0.54373163,,,0.94690205,
291,104.99088127425335,111.58751600734944,decay,Frequency,0.5511185,0.07151148,,,,
291,103.8124662302185,117.00573569641064,decay_PVL,Frequency,0.329277043,0.0392074352,0.0001,3.02991015,,
291,113.537418616294,120.13405334939009,decay_win,Frequency,0.6193959,0.06490582,,,,
291,104.11757354191032,117.31084300810248,delta_asymmetric_decay_win,Frequency,0.92885366,0.09215494,,,0.05331629,0.11157021
292,279.8725906824694,286.4692254155655,delta,Baseline,0.0001,0.0001,,,,
292,283.8725791095842,297.0658485757764,delta_PVL,Baseline,0.0001,0.0001,0.0001,0.0001,,
292,135.09830385081045,144.99325595045457,delta_asymmetric,Baseline,2.61105405,0.9999,,,0.01756285,
292,133.61922170050923,140.2158564336053,decay,Baseline,1.17144729,0.27535693,,,,
292,129.7219776225641,142.91524708875627,decay_PVL,Baseline,1.39249481,0.35227223,0.9999,0.0001,,
292,128.98888587246262,135.5855206055587,decay_win,Baseline,1.33132038,0.28490464,,,,
292,68.70301556193255,81.89628502812468,delta_asymmetric_decay_win,Baseline,2.17897784,0.9999,,,0.3041312,0.9999
292,248.14055143356552,254.7371861666616,delta,Frequency,1.52075172,0.03780721,,,,
292,251.0255043507348,264.21877381692696,delta_PVL,Frequency,1.52264519,0.03298385,0.9999,2.88129956,,
292,238.1920773717825,248.0870294714266,delta_asymmetric,Frequency,1.05819659,0.9999,,,0.00384581,
292,243.22907877367803,249.8257135067741,decay,Frequency,0.21223987,0.04552556,,,,
292,242.7184411534666,255.91171061965875,decay_PVL,Frequency,0.237476703,0.0721377133,0.0001,0.612603505,,
292,241.55161044457992,248.148245177676,decay_win,Frequency,0.17639106,0.025165,,,,
292,233.7257745998797,246.91904406607185,delta_asymmetric_decay_win,Frequency,0.4305362,0.02314596,,,0.26140795,0.39875765
293,275.2835463833699,281.880181116466,delta,Baseline,4.9999,0.000376479905,,,,
293,248.91952319158423,262.1127926577764,delta_PVL,Baseline,4.9999,0.00117944715,0.9999,0.0001,,
293,238.96396889320548,248.8589209928496,delta_asymmetric,Baseline,2.31908211,0.0335030965,,,0.0001,
293,240.4250840243197,247.02171875741573,decay,Baseline,0.158175612,0.0001,,,,
293,229.2405916408876,242.4338611070797,decay_PVL,Baseline,0.338687206,0.0774825322,0.0001,0.0001,,
293,248.55999935440488,255.15663408750092,decay_win,Baseline,0.44368338,0.06727693,,,,
293,205.3059979140058,218.49926738019795,delta_asymmetric_decay_win,Baseline,2.75381163,0.00329238,,,0.93184488,0.2236535
293,277.0771400740752,283.6737748071713,delta,Frequency,4.61671084,0.0001,,,,
293,276.02507083219496,289.2183402983871,delta_PVL,Frequency,3.64085637,0.0001,0.0001,4.9999,,
293,279.5416532039889,289.43660530363303,delta_asymmetric,Frequency,0.445139774,0.9999,,,0.0001,
293,276.58644734184134,283.18308207493743,decay,Frequency,0.43327457,0.9999,,,,
293,266.4513238647058,279.6445933308979,decay_PVL,Frequency,0.412795888,0.9999,0.0001,4.9999,,
293,271.1372364339997,277.7338711670958,decay_win,Frequency,0.49029651,0.9999,,,,
293,268.4039128021453,281.59718226833746,delta_asymmetric_decay_win,Frequency,0.631032898,0.55576315,,,0.259595318,0.0001
294,276.5268905613921,283.1235252944882,delta,Baseline,0.55300751,0.2344171,,,,
294,280.2323057281794,293.4255751943716,delta_PVL,Baseline,0.985194249,0.0562593345,0.158874374,0.0001,,
294,278.469088960822,288.3640410604661,delta_asymmetric,Baseline,0.68670582,0.19147106,,,0.00340558,
294,277.21409089821753,283.81072563131363,decay,Baseline,0.03312671,0.00419329,,,,
294,280.64181382549293,293.83508329168507,decay_PVL,Baseline,0.0109108353,0.00455392846,0.0001,4.9999,,
294,277.00929387468085,283.60592860777695,decay_win,Baseline,0.06796778,0.00047488,,,,
294,278.8931719776076,292.08644144379974,delta_asymmetric_decay_win,Baseline,1.48138582,0.000625944351,,,0.0001,0.842480948
294,277.74520299845864,284.34183773155473,delta,Frequency,0.41779829,0.2510193,,,,
294,281.0613008907105,294.25457035690266,delta_PVL,Frequency,0.539944121,0.267535187,0.9999,0.0001,,
294,278.7278478848779,288.62279998452203,delta_asymmetric,Frequency,0.42127204,0.9999,,,0.09360559,
294,278.9933768651735,285.5900115982696,decay,Frequency,0.03626863,0.0330476,,,,
294,282.90668458195177,296.0999540481439,decay_PVL,Frequency,0.0395801747,0.0316416808,0.9999,0.0001,,
294,278.93210430415854,285.52873903725464,decay_win,Frequency,0.02706828,0.00789192,,,,
294,281.2892553398623,294.4825248060544,delta_asymmetric_decay_win,Frequency,0.45025186,0.35923073,,,0.10638738,0.9999
295,212.26046710629325,218.8571018393893,delta,Baseline,4.9999,0.000659886304,,,,
295,214.14716110877677,227.34043057496888,delta_PVL,Baseline,4.9999,0.00072108183,0.9999,0.0001,,
295,212.4269750879184,222.3219271875625,delta_asymmetric,Baseline,4.48721222,0.00133478506,,,0.0001,
295,211.92768074942,218.52431548251604,decay,Baseline,0.125551094,0.0001,,,,
295,214.1747591906964,227.36802865688853,decay_PVL,Baseline,0.134826497,0.0001,0.9999,0.0001,,
295,204.42649391413943,211.02312864723552,decay_win,Baseline,0.245032297,0.0001,,,,
295,213.43768208559337,226.6309515517855,delta_asymmetric_decay_win,Baseline,4.97566516,0.000995349932,,,0.0001,0.898296044
295,243.37047566266497,249.96711039576104,delta,Frequency,0.81982752,0.66124203,,,,
295,235.9488488789383,249.14211834513043,delta_PVL,Frequency,1.00552873,0.777700543,0.9999,0.0001,,
295,245.2516888970923,255.1466409967364,delta_asymmetric,Frequency,0.81263427,0.61659757,,,0.70110801,
295,217.98175057479148,224.57838530788757,decay,Frequency,0.06057811,0.0001,,,,
295,220.8107551104296,234.0040245766217,decay_PVL,Frequency,0.0615346091,0.0001,0.9999,0.0001,,
295,213.83290738513935,220.42954211823545,decay_win,Frequency,0.15516713,0.0005849,,,,
295,219.68742542975417,232.8806948959463,delta_asymmetric_decay_win,Frequency,4.57147042,0.00060291312,,,0.0001,0.856232265
296,144.55050966846747,151.14714440156354,delta,Baseline,1.70446838,0.2933768,,,,
296,139.76660161866556,152.9598710848577,delta_PVL,Baseline,1.79292823,0.331489387,0.9999,0.0001,,
296,126.31297670965893,136.20792880930304,delta_asymmetric,Baseline,1.31607898,0.9999,,,0.00581072,
296,147.23861393527173,153.8352486683678,decay,Baseline,1.02012466,0.22479783,,,,
296,150.58868748728264,163.78195695347478,decay_PVL,Baseline,1.02111889,0.227637988,0.9999,0.0001,,
296,151.14608013507615,157.7427148681722,decay_win,Baseline,0.85339448,0.12190463,,,,
296,112.72720073852894,125.92047020472108,delta_asymmetric_decay_win,Baseline,4.9999,0.80977961,,,0.21594377,0.55834789
296,254.6773865812411,261.2740213143372,delta,Frequency,1.06949794,0.13311139,,,,
296,253.85095832011933,267.04422778631147,delta_PVL,Frequency,0.60019756,0.1310215,0.43834837,4.9999,,
296,215.7726716079989,225.66762370764303,delta_asymmetric,Frequency,4.68144882,0.00645312326,,,0.0001,
296,209.6644376116044,216.26107234470044,decay,Frequency,0.25325959,0.01919195,,,,
296,213.3655725883897,226.55884205458187,decay_PVL,Frequency,0.23438563,0.01873386,0.78827356,1.53045152,,
296,210.37427572343776,216.97091045653383,decay_win,Frequency,0.29227285,0.00969707,,,,
296,214.4706226047248,227.66389207091692,delta_asymmetric_decay_win,Frequency,2.47945994,0.01658857,,,0.03282362,0.9999
297,111.29467061729224,117.89130535038832,delta,Baseline,2.07316011,0.26410481,,,,
297,98.50393511684544,111.69720458303756,delta_PVL,Baseline,3.6653055,0.0381893537,0.135052655,0.0001,,
297,104.797519824357,114.6924719240011,delta_asymmetric,Baseline,2.28458103,0.08306462,,,0.33423531,
297,132.34010613488545,138.9367408679815,decay,Baseline,0.33364791,0.03312745,,,,
297,129.1619280073155,142.35519747350764,decay_PVL,Baseline,0.29066406,0.02491913,0.95988148,4.9999,,
297,128.82740979811766,135.42404453121372,decay_win,Baseline,0.61574513,0.05887295,,,,
297,107.01934200781776,120.2126114740099,delta_asymmetric_decay_win,Baseline,2.41885019,0.02663181,,,0.36600594,0.9999
297,244.76467525207497,251.36130998517103,delta,Frequency,4.9999,0.00039284705,,,,
297,244.7342216268297,257.9274910930219,delta_PVL,Frequency,4.9999,0.00047361595,0.578488707,4.9999,,
297,238.994765383204,248.8897174828481,delta_asymmetric,Frequency,4.9999,0.000428905631,,,0.00457351934,
297,246.475813727946,253.0724484610421,decay,Frequency,0.05576677,0.0001,,,,
297,248.46197393998355,261.6552434061757,decay_PVL,Frequency,0.0552043255,0.0001,0.9999,4.9999,,
297,246.25911107917105,252.85574581226712,decay_win,Frequency,0.23702421,0.03988563,,,,
297,243.8483570148877,257.0416264810799,delta_asymmetric_decay_win,Frequency,4.9999,0.000335959483,,,0.00282219779,0.71252197
298,279.8725783658716,286.46921309896766,delta,Baseline,0.0001,0.0001,,,,
298,283.8725782875773,297.06584775376945,delta_PVL,Baseline,0.0001,0.0001,0.9999,0.0001,,
298,281.8725783494642,291.76753044910834,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
298,279.8740805821477,286.4707153152438,decay,Baseline,0.0001,0.34825873,,,,
298,283.61584711908847,296.8091165852806,decay_PVL,Baseline,0.0456992432,0.9999,0.0001,4.9999,,
298,279.8741384062912,286.4707731393873,decay_win,Baseline,0.0001,0.375967814,,,,
298,283.87257893148404,297.0658483976762,delta_asymmetric_decay_win,Baseline,0.0001,0.0001,,,0.0001,0.9999
298,279.3864270356358,285.9830617687319,delta,Frequency,0.42388267,0.02007042,,,,
298,281.7015387758678,294.8948082420599,delta_PVL,Frequency,0.0847741965,0.625235114,0.0001,4.99989457,,
298,280.5863892220934,290.4813413217375,delta_asymmetric,Frequency,0.295296713,0.9999,,,0.0001,
298,279.3748061709805,285.9714409040766,decay,Frequency,0.00862535,0.0001,,,,
298,282.6188103417861,295.81207980797825,decay_PVL,Frequency,0.00605549875,0.0001,0.0001,4.9999,,
298,279.5590484374577,286.1556831705538,decay_win,Frequency,0.00595515,0.00374486,,,,
298,281.78268537407047,294.9759548402626,delta_asymmetric_decay_win,Frequency,0.796307246,0.98506457,,,0.0001,0.25933917
299,269.0218767685489,275.618511501645,delta,Baseline,0.86244574,0.10157799,,,,
299,272.9970575220601,286.19032698825225,delta_PVL,Baseline,1.01224852,0.076614277,0.9999,0.0001,,
299,269.130863827398,279.0258159270421,delta_asymmetric,Baseline,0.72947005,0.81669101,,,0.05758015,
299,270.94513321533555,277.54176794843164,decay,Baseline,0.08557495,0.03063582,,,,
299,274.38402632275444,287.57729578894657,decay_PVL,Baseline,0.08197073,0.03199453,0.9999,4.9999,,
299,269.7254427400369,276.322077473133,decay_win,Baseline,0.09512593,0.02727116,,,,
299,273.53095487007295,286.7242243362651,delta_asymmetric_decay_win,Baseline,0.70002654,0.35376411,,,0.0323804,0.9999
299,275.9739850013456,282.5706197344417,delta,Frequency,0.30620538,0.9999,,,,
299,277.82133708191583,291.014606548108,delta_PVL,Frequency,0.18038366,0.32903266,0.11259665,4.9999,,
299,277.64340878673164,287.53836088637576,delta_asymmetric,Frequency,0.33649387,0.9999,,,0.75279956,
299,273.30876058138426,279.9053953144804,decay,Frequency,0.08500064,0.02482206,,,,
299,275.5502608777126,288.74353034390475,decay_PVL,Frequency,0.08053661,0.03984777,0.18823947,4.38876981,,
299,275.36142748787734,281.95806222097343,decay_win,Frequency,0.08425125,0.00028555,,,,
299,274.1339648504311,287.3272343166232,delta_asymmetric_decay_win,Frequency,1.07919555,0.01409612,,,0.20896609,0.8289984
300,268.59375196154247,275.19038669463856,delta,Baseline,0.42712097,0.9999,,,,
300,266.1916741235828,279.38494358977493,delta_PVL,Baseline,0.156262323,0.710654874,0.0001,4.9998996,,
300,264.7430048177426,274.6379569173867,delta_asymmetric,Baseline,1.15646926,0.02107426,,,0.9999,
300,270.27458183475693,276.871216567853,decay,Baseline,0.36089937,0.203731,,,,
300,266.32456485186924,279.5178343180614,decay_PVL,Baseline,0.425763517,0.9999,0.0001,4.9999,,
300,272.34516577637567,278.94180050947176,decay_win,Baseline,0.47689776,0.45254823,,,,
300,267.7429460924816,280.9362155586737,delta_asymmetric_decay_win,Baseline,0.78384645,0.04989547,,,0.9999,0.80908588
300,279.8438120390473,286.44044677214345,delta,Frequency,0.03259748,0.91641239,,,,
300,283.550801766184,296.74407123237614,delta_PVL,Frequency,0.07019984,0.89990137,0.9999,4.9999,,
300,281.8097580994001,291.7047101990442,delta_asymmetric,Frequency,0.05009347,0.9999,,,0.77314012,
300,279.8734226424972,286.4700573755933,decay,Frequency,0.0001,0.9999,,,,
300,282.6708697707617,295.86413923695386,decay_PVL,Frequency,0.100396271,0.714203324,0.0001,4.9999,,
300,279.8730176152447,286.4696523483408,decay_win,Frequency,0.0001,0.9999,,,,
300,282.82699585227925,296.0202653184714,delta_asymmetric_decay_win,Frequency,0.674492314,0.9999,,,0.00574102062,0.0001
301,249.40995496780104,256.0065897008971,delta,Baseline,1.98309462,0.04487553,,,,
301,247.5044266290868,260.69769609527896,delta_PVL,Baseline,2.03056008,0.048915658,0.9999,0.0001,,
301,200.8157126204826,210.71066472012672,delta_asymmetric,Baseline,1.51315451,0.25569422,,,0.01613004,
301,193.03810426533656,199.63473899843265,decay,Baseline,0.40785935,0.09433948,,,,
301,196.14488996426053,209.33815943045263,decay_PVL,Baseline,0.41994596,0.0987522128,0.9999,0.0001,,
301,198.61450417324548,205.21113890634155,decay_win,Baseline,0.35207887,0.06960243,,,,
301,186.08723942988505,199.2805088960772,delta_asymmetric_decay_win,Baseline,1.02593901,0.06392723,,,0.62440836,0.31680844
301,264.19585986640305,270.79249459949915,delta,Frequency,0.86905604,0.27471078,,,,
301,259.2482637429731,272.44153320916524,delta_PVL,Frequency,1.19138758,0.199355996,0.9999,0.0001,,
301,219.69147155997896,229.58642365962308,delta_asymmetric,Frequency,1.11298002,0.9999,,,0.00742342,
301,223.20897866102723,229.8056133941233,decay,Frequency,0.79196767,0.26889674,,,,
301,219.8236047299728,233.0168741961649,decay_PVL,Frequency,0.595275666,0.256893548,0.0001,0.558600919,,
301,241.44232911441551,248.0389638475116,decay_win,Frequency,0.7301708,0.32943564,,,,
301,204.56408927877416,217.7573587449663,delta_asymmetric_decay_win,Frequency,1.21380814,0.26026591,,,0.00142762,0.32385366
302,235.9605012783205,242.55713601141653,delta,Baseline,0.94240152,0.43960712,,,,
302,238.27030440001167,251.4635738662038,delta_PVL,Baseline,1.09186713,0.429013254,0.721054943,0.0001,,
302,235.3750400197397,245.26999211938383,delta_asymmetric,Baseline,1.00828954,0.24980477,,,0.63225511,
302,253.5924492706468,260.18908400374283,decay,Baseline,0.27320215,0.10866306,,,,
302,255.63506521951027,268.82833468570243,decay_PVL,Baseline,0.27833147,0.11386222,0.9999,4.9999,,
302,252.97621402100705,259.5728487541031,decay_win,Baseline,0.32445947,0.10811263,,,,
302,237.02624234889527,250.21951181508743,delta_asymmetric_decay_win,Baseline,1.01411854,0.2428692,,,0.6395592,0.9999
302,218.7109470935082,225.30758182660423,delta,Frequency,4.9999,0.000597497872,,,,
302,207.7941328625556,220.9874023287477,delta_PVL,Frequency,1.93476974,0.223412721,0.9999,0.0001,,
302,181.76502397383345,191.65997607347757,delta_asymmetric,Frequency,1.35906303,0.285156958,,,0.0001,
302,185.90525380767875,192.5018885407748,decay,Frequency,0.52218791,0.06531592,,,,
302,189.5097199365649,202.70298940275703,decay_PVL,Frequency,0.51412182,0.06785658,0.9999,0.4560606,,
302,190.9223854451044,197.5190201782005,decay_win,Frequency,0.4143386,0.05472804,,,,
302,168.8862785846728,182.07954805086493,delta_asymmetric_decay_win,Frequency,4.93614483,0.00132885223,,,0.0001,0.494311579
303,264.3054235689958,270.9020583020919,delta,Baseline,1.32719524,0.14657028,,,,
303,261.4049642025136,274.59823366870575,delta_PVL,Baseline,1.52675593,0.132351597,0.9999,0.0001,,
303,165.38881779530425,175.28376989494836,delta_asymmetric,Baseline,1.10908387,0.9999,,,0.00556877,
303,193.8601002628577,200.45673499595375,decay,Baseline,0.27435972,0.05874876,,,,
303,192.40048805489863,205.5937575210908,decay_PVL,Baseline,0.230693414,0.0629501995,0.0001,0.0001,,
303,193.1391609383648,199.7357956714609,decay_win,Baseline,0.53240422,0.11074107,,,,
303,162.1674392043635,175.36070867055562,delta_asymmetric_decay_win,Baseline,1.60337533,0.9999,,,0.0001,0.793051689
303,243.08518521359315,249.6818199466892,delta,Frequency,0.94718239,0.69934078,,,,
303,238.61561819353105,251.80888765972315,delta_PVL,Frequency,0.52538959,0.9999,0.9999,4.38350324,,
303,233.37443602298808,243.2693881226322,delta_asymmetric,Frequency,1.11410975,0.9999,,,0.27973617,
303,228.5079725845222,235.10460731761827,decay,Frequency,0.76314935,0.21923582,,,,
303,214.04295245384844,227.23622192004055,decay_PVL,Frequency,0.6459532,0.1882951,0.9999,4.24585149,,
303,234.00504030611415,240.60167503921025,decay_win,Frequency,0.64730173,0.14112777,,,,
303,215.13411138457573,228.32738085076787,delta_asymmetric_decay_win,Frequency,1.40609069,0.91279674,,,0.27595731,0.73275631
304,258.72982458742723,265.3264593205233,delta,Baseline,0.91969619,0.52187383,,,,
304,256.8978345479759,270.091104014168,delta_PVL,Baseline,1.12303934,0.431967527,0.9999,0.0001,,
304,229.5287498105965,239.42370191024065,delta_asymmetric,Baseline,0.99865948,0.9999,,,0.05248967,
304,268.61110793070594,275.20774266380204,decay,Baseline,0.16052271,0.05853936,,,,
304,270.0045360372512,283.1978055034433,decay_PVL,Baseline,0.164278184,0.0505323502,0.9999,0.0001,,
304,264.557233512346,271.153868245442,decay_win,Baseline,0.21110933,0.04162397,,,,
304,227.9066340133706,241.09990347956276,delta_asymmetric_decay_win,Baseline,1.4065469,0.9999,,,0.02597579,0.63093318
304,140.47412307972735,147.07075781282342,delta,Frequency,1.79167953,0.62203862,,,,
304,137.03480235541588,150.228071821608,delta_PVL,Frequency,2.24065732,0.569676145,0.380759496,0.0001,,
304,135.55549498032644,145.45044707997056,delta_asymmetric,Frequency,1.84882339,0.36130234,,,0.86277126,
304,130.58601190481434,137.1826466379104,decay,Frequency,1.40048137,0.38729301,,,,
304,133.78321425919643,146.9764837253886,decay_PVL,Frequency,1.32787411,0.39564917,0.61663014,1.04483751,,
304,134.7857577990695,141.38239253216557,decay_win,Frequency,1.28602915,0.25545873,,,,
304,127.9915459233342,141.18481538952634,delta_asymmetric_decay_win,Frequency,1.82459041,0.45894752,,,0.74978346,0.49320789
305,277.47649437158015,284.07312910467624,delta,Baseline,0.25811247,0.9999,,,,
305,278.3282848416946,291.5215543078868,delta_PVL,Baseline,0.662277168,0.200722132,0.9999,0.0001,,
305,214.4858901749932,224.3808422746373,delta_asymmetric,Baseline,1.87587083,0.282703285,,,0.0012522506,
305,218.2391098536752,224.83574458677128,decay,Baseline,0.96338389,0.36308877,,,,
305,203.74974860345355,216.9430180696457,decay_PVL,Baseline,0.862114998,0.309928082,0.178317423,0.0001,,
