Subnum,AIC,BIC,model,Condition,t,alpha,weight,scale,la,alpha_neg
83,267.89057419063755,277.78552629028167,delta_decay,Baseline,0.93344389,0.15761482,0.9999,,,
83,270.7432569227334,287.23484375547355,delta_decay_PVL,Baseline,1.02863897,0.146241813,0.9999,0.9999,0.0001,
83,268.79778593646324,278.69273803610736,delta_decay_win,Baseline,4.9999,0.000324203575,0.9999,,,
83,271.71575694040536,288.2073437731456,delta_decay_PVL_win,Baseline,4.9999,0.000371964092,0.9999,0.9999,0.0001,
83,269.7617498503473,282.95501931653945,delta_asymmetric_decay_win,Baseline,2.57975897,0.00608575641,0.9999,,,0.0001
83,247.1136548512601,257.0086069509042,delta_decay,Frequency,4.09735778,0.00066871582,0.9999,,,
83,250.54953812633053,267.0411249590707,delta_decay_PVL,Frequency,3.27366636,0.0011133227,0.9999,0.684943521,3.27950347,
83,247.9302295219932,257.8251816216373,delta_decay_win,Frequency,0.06398338,0.0001,0.0001,,,
83,250.6945651086332,267.1861519413734,delta_decay_PVL_win,Frequency,4.9999,0.000319071406,0.9999,0.509669885,0.0001,
83,249.47832040009413,262.6715898662863,delta_asymmetric_decay_win,Frequency,4.33879651,0.000664760931,0.9999,,,0.0001
84,281.8725862411421,291.7675383407862,delta_decay,Baseline,0.0001,0.0001,0.9999,,,
84,285.8725802173379,302.3641670500781,delta_decay_PVL,Baseline,0.0001,0.0001,0.9999,0.0001,0.0001,
84,281.8725820872264,291.76753418687053,delta_decay_win,Baseline,0.0001,0.0001,0.9999,,,
84,285.87257869422507,302.3641655269653,delta_decay_PVL_win,Baseline,0.0001,0.0001,0.9999,0.0001,0.0001,
84,279.9756388691278,293.16890833531994,delta_asymmetric_decay_win,Baseline,0.0751450073,0.00974845154,0.0001,,,0.994835837
84,274.75105984039067,284.6460119400348,delta_decay,Frequency,0.04742677,0.01626807,0.0001,,,
84,274.04944137521977,290.5410282079599,delta_decay_PVL,Frequency,0.570592682,0.546387759,0.452585232,0.0001,0.496918323,
84,266.1514086761682,276.04636077581233,delta_decay_win,Frequency,3.27616966,0.00047501298,0.740585119,,,
84,271.84465319090646,288.3362400236466,delta_decay_PVL_win,Frequency,0.409012052,0.00293397698,0.697477816,0.0001,0.0001,
84,269.66652929069164,282.8597987568838,delta_asymmetric_decay_win,Frequency,0.192960588,0.0001,0.611514616,,,0.794555152
85,216.58486045711732,226.47981255676143,delta_decay,Baseline,0.818845378,0.298955839,0.0001,,,
85,202.84363818153255,219.3352250142728,delta_decay_PVL,Baseline,0.854205858,0.415245513,0.0001,0.0113937744,0.0001,
85,197.88085621439788,207.775808314042,delta_decay_win,Baseline,1.03409221,0.387998849,0.0001,,,
85,199.73477112104612,216.22635795378636,delta_decay_PVL_win,Baseline,0.888435629,0.36452322,0.0001,0.222371748,1.28037465,
85,201.0416060982759,214.23487556446804,delta_asymmetric_decay_win,Baseline,0.862955488,0.290648499,0.0001,,,0.451742194
85,202.23163153897144,212.1265836386156,delta_decay,Frequency,1.07028251,0.294310808,0.0001,,,
85,166.69154889027337,183.18313572301355,delta_decay_PVL,Frequency,1.03851634,0.33470071,0.0001,0.0001,0.497016817,
85,173.69483519117097,183.58978729081508,delta_decay_win,Frequency,1.04802008,0.1775662,0.10757326,,,
85,171.66429208833097,188.15587892107115,delta_decay_PVL_win,Frequency,1.57179624,0.458863464,0.123174524,0.0001,0.0001,
85,175.68695698669327,188.8802264528854,delta_asymmetric_decay_win,Frequency,1.03792706,0.17408985,0.11425161,,,0.16842398
86,51.403978764316136,61.29893086396024,delta_decay,Baseline,2.89309927,0.05178667,0.85336935,,,
86,47.48141082471886,63.97299765745904,delta_decay_PVL,Baseline,2.66670697,0.164723314,0.87237775,0.0001,0.0001,
86,46.33260438166314,56.227556481307246,delta_decay_win,Baseline,2.08214887,0.5676155,0.9999,,,
86,45.36746124901303,61.859048081753215,delta_decay_PVL_win,Baseline,1.8170391,0.31505157,0.9999,0.09333288,1.56667356,
86,47.74294881908256,60.93621828527471,delta_asymmetric_decay_win,Baseline,2.19152092,0.31551963,0.9999,,,0.56828701
86,60.49370496210153,70.38865706174565,delta_decay,Frequency,1.84889526,0.13747543,0.18395457,,,
86,79.43244411849092,95.9240309512311,delta_decay_PVL,Frequency,2.25137442,0.51183677,0.374391952,0.0001,0.0001,
86,85.7010126247813,95.5959647244254,delta_decay_win,Frequency,4.05507421,0.96405327,0.63135734,,,
86,73.2268513170083,89.71843814974848,delta_decay_PVL_win,Frequency,1.95864609,0.1909172,0.82029259,0.9999,4.13688646,
86,75.84191828062653,89.03518774681868,delta_asymmetric_decay_win,Frequency,2.34038492,0.08512174,0.84770895,,,0.36934243
87,250.0405893878586,259.9355414875027,delta_decay,Baseline,1.3631358,0.08706013,0.8717587,,,
87,258.2494884171243,274.7410752498645,delta_decay_PVL,Baseline,1.28270073,0.248709088,0.9999,0.9999,0.0001,
87,260.5355908573433,270.43054295698744,delta_decay_win,Baseline,1.09061566,0.26785709,0.96478547,,,
87,262.74119098686094,279.23277781960115,delta_decay_PVL_win,Baseline,1.16012504,0.282698422,0.9999,0.9999,0.0001,
87,261.0629706080922,274.25624007428434,delta_asymmetric_decay_win,Baseline,1.24547523,0.1401614,0.9999,,,0.34965229
87,168.6697086146682,178.5646607143123,delta_decay,Frequency,0.51641901,0.04887369,0.32906597,,,
87,181.7379340800885,198.2295209128287,delta_decay_PVL,Frequency,1.04962917,0.114899371,0.78421979,0.786689896,0.0001,
87,163.6278388447569,173.522790944401,delta_decay_win,Frequency,2.66095177,0.0001,0.195719705,,,
87,167.61594097810735,184.10752781084756,delta_decay_PVL_win,Frequency,2.66095486,0.0001,0.196874502,0.9999,4.1095512,
87,158.89103208089256,172.0843015470847,delta_asymmetric_decay_win,Frequency,2.38806168,0.9999,0.77267701,,,0.00814737
88,252.1810538122003,262.0760059118444,delta_decay,Baseline,0.621072671,0.276114618,0.0001,,,
88,248.56515336546676,265.0567401982069,delta_decay_PVL,Baseline,0.747193966,0.809533551,0.0001,0.0001,0.0001,
88,249.37747236955187,259.272424469196,delta_decay_win,Baseline,0.52422981,0.11721811,0.10819979,,,
88,248.50869674586448,265.0002835786047,delta_decay_PVL_win,Baseline,0.652387114,0.493631015,0.0001,0.00155245205,1.93330985,
88,250.1452717488021,263.3385412149943,delta_asymmetric_decay_win,Baseline,0.645360059,0.333952216,0.0001,,,0.999891955
88,216.89326140976385,226.788213509408,delta_decay,Frequency,0.355085134,0.101163235,0.0001,,,
88,220.0585624711724,236.5501493039126,delta_decay_PVL,Frequency,0.333460479,0.106336407,0.0001,0.57058497,1.41742822,
88,210.4176945265412,220.3126466261853,delta_decay_win,Frequency,0.335895419,0.092385757,0.0001,,,
88,214.24918844896655,230.7407752817068,delta_decay_PVL_win,Frequency,0.381862426,0.108653676,0.00128077509,0.996825681,0.0001,
88,212.4176849194547,225.61095438564683,delta_asymmetric_decay_win,Frequency,0.335790067,0.0923444932,0.0001,,,0.0322191094
89,276.82575434844466,286.7207064480888,delta_decay,Baseline,0.0301421,0.0001,0.0001,,,
89,279.94358549693527,296.4351723296754,delta_decay_PVL,Baseline,0.033752627,0.0001,0.000100013879,0.9999,0.0001,
89,276.6706475537353,286.5655996533794,delta_decay_win,Baseline,4.9999,0.000147996777,0.914426044,,,
89,279.8126332084018,296.304220041142,delta_decay_PVL_win,Baseline,4.9999,0.000165324853,0.921083091,0.9999,0.0001,
89,277.72465100181546,290.9179204680076,delta_asymmetric_decay_win,Baseline,1.16794482,0.0201455619,0.9999,,,0.0001
89,201.2416351068312,211.13658720647533,delta_decay,Frequency,1.1178861,0.18644419,0.56700647,,,
89,199.16748040353323,215.65906723627344,delta_decay_PVL,Frequency,0.93612944,0.33979367,0.35980176,0.95189266,4.9999,
89,199.0586548507681,208.95360695041225,delta_decay_win,Frequency,1.06807936,0.28909809,0.44809345,,,
89,201.66488126893017,218.1564681016704,delta_decay_PVL_win,Frequency,0.96076,0.3130785,0.50127057,0.9999,3.90881908,
89,172.7519691046987,185.94523857089084,delta_asymmetric_decay_win,Frequency,1.98821332,0.0001,0.826937738,,,0.9999
90,281.68699256417835,291.58194466382247,delta_decay,Baseline,0.07117625,0.9999,0.9999,,,
90,285.67638615938193,302.16797299212215,delta_decay_PVL,Baseline,0.0794964553,0.9999,0.9999,0.9999,0.0001,
90,281.57995351930754,291.47490561895165,delta_decay_win,Baseline,0.108826011,0.390155596,0.0001,,,
90,285.4445191502072,301.9361059829474,delta_decay_PVL_win,Baseline,0.12717905,0.392540197,0.0001,0.999899959,0.0001,
90,280.01827505422864,293.2115445204208,delta_asymmetric_decay_win,Baseline,0.792091719,0.9999,0.0001,,,0.0090035947
90,281.7587779953462,291.6537300949903,delta_decay,Frequency,1.88896609,0.00117384116,0.9999,,,
90,283.6021927772257,300.093779609966,delta_decay_PVL,Frequency,0.04851263,0.0213394,0.0001,0.0001,0.0001,
90,278.5639582083114,288.45891030795553,delta_decay_win,Frequency,3.07014617,0.0001,0.867456548,,,
90,282.42096703738343,298.9125538701236,delta_decay_PVL_win,Frequency,3.10468764,0.00040218449,0.878019391,0.9999,0.0001,
90,279.9184822956155,293.1117517618076,delta_asymmetric_decay_win,Frequency,1.18368899,0.0133446627,0.878221203,,,0.0001
91,255.9548906440212,265.84984274366525,delta_decay,Baseline,0.05692087,0.01377033,0.0001,,,
91,221.606746195679,238.0983330284192,delta_decay_PVL,Baseline,2.12596497,0.101002046,0.984103327,0.0001,0.0001,
91,232.5787503578671,242.4737024575112,delta_decay_win,Baseline,4.95672514,0.000409732677,0.46480953,,,
91,197.79075378748152,214.2823406202217,delta_decay_PVL_win,Baseline,1.39847139,0.35179133,0.9999,0.0001,0.546739019,
91,209.3421039757412,222.53537344193333,delta_asymmetric_decay_win,Baseline,4.71372795,0.0001,0.673869699,,,0.0568885873
91,168.44834557679494,178.34329767643905,delta_decay,Frequency,1.55435483,0.02851178,0.70358463,,,
91,179.87411764598775,196.36570447872796,delta_decay_PVL,Frequency,2.56335658,0.0918525461,0.9999,0.9999,0.0001,
91,176.46829792604,186.36325002568407,delta_decay_win,Frequency,2.80038867,0.0599382,0.9999,,,
91,178.70905914343527,195.20064597617545,delta_decay_PVL_win,Frequency,2.66999967,0.07764837,0.9999,0.9999,0.44536864,
91,161.58296372815045,174.77623319434258,delta_asymmetric_decay_win,Frequency,2.35907953,0.17629513,0.9999,,,0.03933774
92,281.04122336183843,290.9361754614825,delta_decay,Baseline,0.16447071,0.68345916,0.9999,,,
92,280.2292871381117,296.7208739708519,delta_decay_PVL,Baseline,0.106806785,0.9999,0.42713754,0.0001,4.9999,
92,281.0575884438976,290.9525405435417,delta_decay_win,Baseline,0.14160719,0.9999,0.9999,,,
92,280.65244640551595,297.14403323825616,delta_decay_PVL_win,Baseline,0.22309835,0.9999,0.9999,0.0001,1.00466013,
92,282.49981383113925,295.6930832973314,delta_asymmetric_decay_win,Baseline,0.27160174,0.00856779,0.9999,,,0.9999
92,276.0096049290293,285.9045570286734,delta_decay,Frequency,2.03622555,0.00428862,0.9999,,,
92,278.2454524683325,294.7370393010726,delta_decay_PVL,Frequency,1.69947413,0.00802780926,0.9999,0.0001,0.000104903621,
92,274.0018743770545,283.8968264766986,delta_decay_win,Frequency,0.08382239,0.00260269,0.46821703,,,
92,278.0040505072608,294.49563734000094,delta_decay_PVL_win,Frequency,0.0836042396,0.00261538718,0.479277944,0.961107689,0.0001,
92,274.16223184059106,287.3555013067832,delta_asymmetric_decay_win,Frequency,3.84720194,0.000168324156,0.710619959,,,0.0001
93,219.95623712761125,229.85118922725536,delta_decay,Baseline,1.2816664,0.23050307,0.9999,,,
93,213.15309303230916,229.6446798650493,delta_decay_PVL,Baseline,1.03495595,0.11708266,0.9289873,0.38388288,4.9999,
93,202.99779020809495,212.8927423077391,delta_decay_win,Baseline,1.76491042,0.0001,0.38950113,,,
93,206.9931651970206,223.4847520297608,delta_decay_PVL_win,Baseline,1.77803369,0.0001,0.389739234,0.9999,4.9999,
93,203.4307701949614,216.62403966115355,delta_asymmetric_decay_win,Baseline,0.9862336,0.00190628,0.54860432,,,0.9999
93,264.3189409367287,274.21389303637284,delta_decay,Frequency,0.38420945,0.03575535,0.59684944,,,
93,260.69546497231374,277.1870518050539,delta_decay_PVL,Frequency,0.43550867,0.23059008,0.75554529,0.11110195,4.9999,
93,262.75873605283493,272.65368815247905,delta_decay_win,Frequency,0.35953201,0.0001,0.645530665,,,
93,253.56595154888805,270.0575383816282,delta_decay_PVL_win,Frequency,1.23238917,0.156674656,0.9999,0.0001,0.178149676,
93,258.23866743733737,271.4319369035295,delta_asymmetric_decay_win,Frequency,0.8444119,0.02377297,0.73752206,,,0.9999
94,260.03231348752325,269.92726558716737,delta_decay,Baseline,0.51664361,0.22038153,0.17412409,,,
94,257.38160469761664,273.87319153035685,delta_decay_PVL,Baseline,0.544311553,0.411504155,0.0001,0.0001,0.0001,
94,261.44209913183727,271.3370512314813,delta_decay_win,Baseline,0.41280593,0.23511329,0.0705318,,,
94,256.14770679728247,272.6392936300226,delta_decay_PVL_win,Baseline,0.59587428,0.46776435,0.07212459,0.31632784,3.15449947,
94,255.73114497808768,268.9244144442798,delta_asymmetric_decay_win,Baseline,0.538150399,0.328756662,0.0001,,,0.9999
94,266.6069808839656,276.5019329836097,delta_decay,Frequency,0.58588275,0.9999,0.15001866,,,
94,272.3729214170135,288.8645082497537,delta_decay_PVL,Frequency,0.53076721,0.9999,0.0001,0.0001,0.0001,
94,269.0748113740943,278.9697634737384,delta_decay_win,Frequency,1.87164167,0.0001,0.748063982,,,
94,272.1844770030185,288.67606383575867,delta_decay_PVL_win,Frequency,0.627546347,0.9999,0.175650538,0.000729376961,0.0001,
94,267.94729261424163,281.14056208043377,delta_asymmetric_decay_win,Frequency,0.981577595,0.869462347,0.448808489,,,0.0001
95,262.97424522020367,272.8691973198478,delta_decay,Baseline,0.560924524,0.239134627,0.0001,,,
95,252.0612809727796,268.5528678055198,delta_decay_PVL,Baseline,0.605478964,0.295488395,0.0001,0.0001,0.0001,
95,261.4143487731044,271.3093008727485,delta_decay_win,Baseline,0.876746594,0.764813007,0.0001,,,
95,252.0601394188876,268.55172625162777,delta_decay_PVL_win,Baseline,0.605463824,0.295497943,0.0001,0.0001,0.0001,
95,255.5082583474472,268.70152781363936,delta_asymmetric_decay_win,Baseline,0.5501278,0.273072344,0.0001,,,0.9999
95,154.46418110691985,164.35913320656397,delta_decay,Frequency,0.737132508,0.0726115849,0.0001,,,
95,140.07045201373143,156.56203884647164,delta_decay_PVL,Frequency,1.20272031,0.377353333,0.0001,0.0001,0.0001,
95,140.56242316378996,150.45737526343407,delta_decay_win,Frequency,1.19288809,0.26518886,0.03471432,,,
95,129.16192775861686,145.653514591357,delta_decay_PVL_win,Frequency,3.53793806,0.772770312,0.0398370977,0.0001,0.0001,
95,138.5023122233244,151.69558168951653,delta_asymmetric_decay_win,Frequency,1.22636708,0.27868251,0.02917918,,,0.71644636
96,267.6170556151385,277.5120077147826,delta_decay,Baseline,0.46682177,0.08092867,0.60494314,,,
96,262.04252389264684,278.534110725387,delta_decay_PVL,Baseline,0.444036171,0.101448596,0.634266959,0.0001,0.0001,
96,234.12693470807417,244.0218868077183,delta_decay_win,Baseline,3.46685247,0.0001,0.447658079,,,
96,262.194849362677,278.68643619541723,delta_decay_PVL_win,Baseline,0.222315752,0.105317406,0.0001,0.00010006925,0.0001,
96,255.52792176893476,268.72119123512687,delta_asymmetric_decay_win,Baseline,0.902471934,0.9999,0.848060616,,,0.0001
96,266.50444764516675,276.39939974481086,delta_decay,Frequency,0.05940172,0.0001,0.0001,,,
96,261.66571081649323,278.15729764923344,delta_decay_PVL,Frequency,0.06983497,0.01954999,0.0001,0.0001,0.0001,
96,240.30207751379177,250.1970296134359,delta_decay_win,Frequency,4.9999,0.000358706374,0.350454214,,,
96,239.44880940755408,255.94039624029423,delta_decay_PVL_win,Frequency,4.9999,0.000231690418,0.417581512,0.0001,0.0001,
96,240.98102690089928,254.17429636709144,delta_asymmetric_decay_win,Frequency,4.97331186,0.000398194393,0.378502426,,,0.0001
97,276.44574438187374,286.34069648151785,delta_decay,Baseline,0.43719675,0.80143668,0.9999,,,
97,271.7950274949724,288.2866143277125,delta_decay_PVL,Baseline,0.085238943,0.0341413545,0.0001,0.0001,4.9999,
97,267.0715175058751,276.9664696055192,delta_decay_win,Baseline,1.1254005,0.0001,0.722734669,,,
97,269.9432397684943,286.4348266012345,delta_decay_PVL_win,Baseline,2.95110724,0.000601155644,0.797861594,0.0001,4.9999,
97,269.0715175058813,282.2647869720734,delta_asymmetric_decay_win,Baseline,1.1253991,0.0001,0.722734301,,,0.0001
97,271.5133045536314,281.4082566532755,delta_decay,Frequency,0.128917853,0.0441860556,0.0001,,,
97,271.07375539584353,287.56534222858375,delta_decay_PVL,Frequency,0.03941696,0.00371904,0.0001,0.0001,0.0001,
97,265.70058480096503,275.59553690060915,delta_decay_win,Frequency,0.45866401,0.02610023,0.6657775,,,
97,267.71592484984654,284.2075116825868,delta_decay_PVL_win,Frequency,1.50939635,0.00633774864,0.798957808,0.0001,0.0001,
97,266.89413558947376,280.0874050556659,delta_asymmetric_decay_win,Frequency,0.36102399,0.01301176,0.65517114,,,0.9999
98,202.3663368112408,212.2612889108849,delta_decay,Baseline,0.778486636,0.168188964,0.0001,,,
98,204.98396703534075,221.4755538680809,delta_decay_PVL,Baseline,1.17633666,0.22181913,0.5188752,0.23698343,0.25558335,
98,184.5978588546776,194.49281095432173,delta_decay_win,Baseline,1.8888888,0.00858807,0.43417994,,,
98,188.44797317984373,204.9395600125839,delta_decay_PVL_win,Baseline,1.90730322,0.00872591122,0.442096283,0.915825125,0.0001,
98,184.3799191400598,197.57318860625196,delta_asymmetric_decay_win,Baseline,1.02794105,0.01776595,0.38753255,,,0.62612269
98,120.20867121457604,130.10362331422016,delta_decay,Frequency,4.9999,0.000498750141,0.998884772,,,
98,117.84459646319152,134.33618329593168,delta_decay_PVL,Frequency,4.9999,0.0002636905,0.998860478,0.9999,4.9999,
98,105.66578813693684,115.56074023658095,delta_decay_win,Frequency,2.92818176,0.0038223,0.28298526,,,
98,105.67937848828778,122.17096532102796,delta_decay_PVL_win,Frequency,1.99809298,0.02966575,0.41361257,0.9999,4.9999,
98,95.32247768537306,108.5157471515652,delta_asymmetric_decay_win,Frequency,2.30604023,0.0331506,0.3397593,,,0.35254004
99,274.8719303886098,284.76688248825394,delta_decay,Baseline,0.49122245,0.46999714,0.9999,,,
99,268.61442440496967,285.1060112377098,delta_decay_PVL,Baseline,3.91102157,0.0001,0.999738414,0.0001,4.9922728,
99,256.3877883067278,266.28274040637194,delta_decay_win,Baseline,2.99670521,0.000312795744,0.645238406,,,
99,255.1342191257454,271.6258059584856,delta_decay_PVL_win,Baseline,3.00465416,0.000659003033,0.701681333,0.0001,4.9999,
99,252.6100786861181,265.80334815231026,delta_asymmetric_decay_win,Baseline,2.98828472,0.000139711082,0.683506452,,,0.0123624554
99,264.16683864600776,274.0617907456519,delta_decay,Frequency,0.0956901,0.01544266,0.0001,,,
99,230.66225941839076,247.1538462511309,delta_decay_PVL,Frequency,0.09937806,0.01269573,0.0001,0.0001,0.0001,
99,192.9151628143873,202.81011491403137,delta_decay_win,Frequency,4.96793687,0.0001,0.126664007,,,
99,194.23486306836864,210.7264499011088,delta_decay_PVL_win,Frequency,4.9999,0.000223907204,0.212721468,0.0001,0.0001,
99,200.8007827388341,213.99405220502624,delta_asymmetric_decay_win,Frequency,4.70736091,0.0001,0.0513602744,,,0.703607796
100,226.61212418646707,236.5070762861112,delta_decay,Baseline,0.4379136,0.05738921,0.2735469,,,
100,231.14853521897697,247.6401220517172,delta_decay_PVL,Baseline,0.358923235,0.0939111918,0.0001,0.9999,0.0001,
